fov_id,manual_density,manual_overlap,model_density_label,model_overlap_label,model_density_score,model_overlap_score,fluorescent_present,fluorescent_confidence,fluorescent_contrast_ratio,dpc_path,fluorescent_path
93,monolayer,no rouleaux,monolayer,no rouleaux,0.4384957303815165,0.3291829291457456,False,0.0,1.4271,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-093-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-093-KTR-72502946.png
94,monolayer,no rouleaux,monolayer,no rouleaux,0.4304353730634121,0.3209642096755787,False,0.0,1.3614,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-094-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-094-KTR-72502946.png
95,monolayer,no rouleaux,monolayer,no rouleaux,0.4403594827342812,0.339218636102894,False,0.0,1.3358,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-095-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-095-KTR-72502946.png
96,slightly dense,slight rouleaux,slightly dense,slight rouleaux,0.525942756594686,0.41481487862290833,False,0.0,1.2571,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-096-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-096-KTR-72502946.png
97,slightly dense,slight rouleaux,slightly dense,slight rouleaux,0.5438401422558038,0.4268297056889694,False,0.0,1.2748,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-097-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-097-KTR-72502946.png
98,very dense,heavy rouleaux,dense,rouleaux,0.6720229234574583,0.5809677632024396,False,0.0,1.586,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-098-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-098-KTR-72502946.png
99,very dense,heavy rouleaux,very dense,heavy rouleaux,0.7677878254506928,0.6810866687708966,False,0.0,1.6374,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-099-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-099-KTR-72502946.png
100,very dense,heavy rouleaux,very dense,heavy rouleaux,0.7952575488547297,0.7186432459688471,False,0.0381,2.2487,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-100-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-100-KTR-72502946.png
101,dense,rouleaux,very dense,heavy rouleaux,0.7774776813463153,0.7692749360261653,False,0.0,1.4787,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-101-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-101-KTR-72502946.png
102,slightly dense,slight rouleaux,slightly dense,some rouleaux,0.5385250233680074,0.44789135659896057,False,0.0,1.3694,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-102-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-102-KTR-72502946.png
103,slightly dense,slight rouleaux,slightly dense,some rouleaux,0.5624045544189941,0.4835536750031656,False,0.0,1.3758,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-103-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-103-KTR-72502946.png
104,slightly dense,slight rouleaux,slightly dense,some rouleaux,0.5255173320281138,0.4541111258983627,False,0.0,1.5608,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-104-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-104-KTR-72502946.png
105,slightly dense,slight rouleaux,slightly dense,slight rouleaux,0.46991187417257424,0.37832001631604395,False,0.0,1.9049,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-105-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-105-KTR-72502946.png
106,slightly dense,slight rouleaux,slightly dense,slight rouleaux,0.5016655083768591,0.3971797184914491,False,0.0,1.2875,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-106-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-106-KTR-72502946.png
107,slightly dense,no rouleaux,slightly dense,some rouleaux,0.572736146495292,0.48579723684799136,False,0.0,1.3381,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-107-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-107-KTR-72502946.png
108,slightly dense,slight rouleaux,slightly dense,slight rouleaux,0.5200463643818557,0.42906146247672877,False,0.0,1.3345,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-108-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-108-KTR-72502946.png
109,monolayer,no rouleaux,slightly dense,slight rouleaux,0.5092089583459927,0.39525160615706834,False,0.0,1.6138,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-109-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-109-KTR-72502946.png
110,monolayer,no rouleaux,slightly dense,slight rouleaux,0.4857042431957326,0.37165041566725976,False,0.0,1.5399,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-110-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-110-KTR-72502946.png
111,monolayer,no rouleaux,slightly dense,no rouleaux,0.4613968388147683,0.3553501115219265,False,0.0,1.5476,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-111-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-111-KTR-72502946.png
112,monolayer,no rouleaux,monolayer,no rouleaux,0.44280620745395144,0.3324670864293102,False,0.0,1.6026,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-112-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-112-KTR-72502946.png
113,monolayer,no rouleaux,slightly dense,slight rouleaux,0.47661711518012195,0.3851539180316851,False,0.0,1.4301,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-113-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-113-KTR-72502946.png
114,slightly dense,some rouleaux,slightly dense,slight rouleaux,0.5295820083401201,0.4102976810439617,False,0.0,1.4689,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-114-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-114-KTR-72502946.png
115,slightly dense,slight rouleaux,slightly dense,some rouleaux,0.5570852485674136,0.4403272336856943,False,0.0,1.4185,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-115-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-115-KTR-72502946.png
116,dense,rouleaux,dense,rouleaux,0.6336540414665962,0.5676396013132986,False,0.0,1.5456,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-116-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-116-KTR-72502946.png
117,very dense,heavy rouleaux,dense,rouleaux,0.6678596660901157,0.5843171932091147,False,0.0,1.5957,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-117-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-117-KTR-72502946.png
118,very dense,heavy rouleaux,very dense,heavy rouleaux,0.7332854172462964,0.6309876767308606,False,0.0272,2.2062,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-118-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-118-KTR-72502946.png
119,dense,heavy rouleaux,very dense,heavy rouleaux,0.7447387672635915,0.6689876802861846,False,0.0,1.4401,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-119-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-119-KTR-72502946.png
120,dense,some rouleaux,dense,some rouleaux,0.618695270813755,0.5111328974525526,False,0.0,1.2818,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-120-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-120-KTR-72502946.png
121,slightly dense,slight rouleaux,slightly dense,some rouleaux,0.5884728932382336,0.48485143879741194,False,0.0,1.3085,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-121-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-121-KTR-72502946.png
122,slightly dense,some rouleaux,slightly dense,some rouleaux,0.5486106483600367,0.43952789325326996,False,0.0,1.3802,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-122-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-122-KTR-72502946.png
123,slightly dense,some rouleaux,slightly dense,slight rouleaux,0.4939201002699989,0.39425807880455976,False,0.0,1.5188,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-123-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-123-KTR-72502946.png
124,slightly dense,slight rouleaux,slightly dense,some rouleaux,0.5513233383691504,0.4420248677927996,False,0.0,1.3043,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-124-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-124-KTR-72502946.png
125,slightly dense,slight rouleaux,slightly dense,some rouleaux,0.5650498628270426,0.45661119436706593,False,0.0,1.3659,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-125-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-125-KTR-72502946.png
126,slightly dense,some rouleaux,slightly dense,some rouleaux,0.5499285287386608,0.4544687973314191,False,0.0,1.4064,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-126-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-126-KTR-72502946.png
127,monolayer,no rouleaux,slightly dense,slight rouleaux,0.47894095454546975,0.3700486356973939,False,0.0,1.4615,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-127-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-127-KTR-72502946.png
128,monolayer,no rouleaux,monolayer,no rouleaux,0.4499604094487424,0.33944027621905043,False,0.0,1.3182,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-128-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-128-KTR-72502946.png
129,monolayer,no rouleaux,monolayer,no rouleaux,0.4093847098140267,0.3084691665417494,False,0.0,1.5999,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-129-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-129-KTR-72502946.png
130,monolayer,no rouleaux,monolayer,no rouleaux,0.42412419438279053,0.329897358995323,False,0.0,1.4475,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-130-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-130-KTR-72502946.png
131,monolayer,no rouleaux,monolayer,no rouleaux,0.4061014690293342,0.3048660424837567,False,0.0,1.5089,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-131-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-131-KTR-72502946.png
132,monolayer,no rouleaux,monolayer,no rouleaux,0.4515019305557492,0.3423783431401377,False,0.0,1.7199,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-132-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-132-KTR-72502946.png
133,slightly dense,rouleaux,slightly dense,slight rouleaux,0.5481804802092606,0.4384857425610939,False,0.0,1.2625,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-133-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-133-KTR-72502946.png
134,slightly dense,rouleaux,dense,rouleaux,0.634340669127404,0.541852014614438,False,0.0,1.4001,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-134-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-134-KTR-72502946.png
135,dense,heavy rouleaux,dense,rouleaux,0.673078602460623,0.5813142281463085,False,0.0,1.8567,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-135-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-135-KTR-72502946.png
136,very dense,heavy rouleaux,very dense,heavy rouleaux,0.7873040900120359,0.6871590924845067,False,0.201,2.884,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-136-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-136-KTR-72502946.png
137,very dense,heavy rouleaux,very dense,heavy rouleaux,0.765111777243861,0.6711008070977492,False,0.0,2.0951,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-137-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-137-KTR-72502946.png
138,dense,heavy rouleaux,very dense,rouleaux,0.6887867030390555,0.5775212396396672,False,0.0,1.4165,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-138-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-138-KTR-72502946.png
139,dense,rouleaux,dense,some rouleaux,0.6135013625773438,0.5178977538583719,False,0.0,1.4888,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-139-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-139-KTR-72502946.png
140,dense,rouleaux,slightly dense,some rouleaux,0.5887104849063295,0.5167138367272173,False,0.0,1.441,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-140-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-140-KTR-72502946.png
141,dense,some rouleaux,slightly dense,some rouleaux,0.5328800675953126,0.45552801347382543,False,0.0,1.4312,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-141-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-141-KTR-72502946.png
142,dense,some rouleaux,slightly dense,some rouleaux,0.5475582029468604,0.4699728306611625,False,0.0,1.5628,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-142-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-142-KTR-72502946.png
143,dense,some rouleaux,slightly dense,some rouleaux,0.56775748664555,0.5049002067073797,False,0.0,1.5916,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-143-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-143-KTR-72502946.png
144,slightly dense,no rouleaux,slightly dense,slight rouleaux,0.49872310394451336,0.4183352156298365,False,0.0,1.4085,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-144-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-144-KTR-72502946.png
145,monolayer,no rouleaux,slightly dense,slight rouleaux,0.4804907727113851,0.3729502223773446,False,0.0,1.3107,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-145-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-145-KTR-72502946.png
146,monolayer,no rouleaux,monolayer,no rouleaux,0.4473207219347923,0.3386188176115173,False,0.0,1.3131,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-146-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-146-KTR-72502946.png
147,monolayer,no rouleaux,monolayer,no rouleaux,0.4199558099974748,0.3160321596455113,False,0.0,1.3857,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-147-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-147-KTR-72502946.png
148,monolayer,no rouleaux,monolayer,no rouleaux,0.39399623181649923,0.29091669741598364,False,0.0,1.677,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-148-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-148-KTR-72502946.png
149,monolayer,no rouleaux,monolayer,no rouleaux,0.41237378161124005,0.313998450514998,False,0.0,1.2654,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-149-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-149-KTR-72502946.png
150,slightly dense,no rouleaux,monolayer,no rouleaux,0.44988897337938716,0.336902870056288,False,0.0,1.2477,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-150-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-150-KTR-72502946.png
151,slightly dense,slight rouleaux,slightly dense,some rouleaux,0.532726963969633,0.44691730069970587,False,0.0,1.276,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-151-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-151-KTR-72502946.png
152,slightly dense,rouleaux,slightly dense,some rouleaux,0.5848485065405817,0.5047104767532702,False,0.0,3.6843,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-152-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-152-KTR-72502946.png
153,very dense,heavy rouleaux,dense,rouleaux,0.6306356292073735,0.5437374188286391,False,0.0,1.3929,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-153-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-153-KTR-72502946.png
154,very dense,heavy rouleaux,very dense,heavy rouleaux,0.7637714726239879,0.6874543816120221,False,0.0,1.7273,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-154-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-154-KTR-72502946.png
155,very dense,heavy rouleaux,very dense,heavy rouleaux,0.7771966247198058,0.7183869475810047,False,0.0,2.038,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-155-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-155-KTR-72502946.png
156,very dense,heavy rouleaux,dense,rouleaux,0.6399000999216393,0.5317390641155995,False,0.0,1.4357,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-156-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-156-KTR-72502946.png
157,dense,heavy rouleaux,dense,some rouleaux,0.6328007044012891,0.5225616766393847,False,0.0,1.3584,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-157-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-157-KTR-72502946.png
158,dense,rouleaux,slightly dense,some rouleaux,0.5971105453095653,0.48548118689591063,False,0.0,1.3647,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-158-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-158-KTR-72502946.png
159,dense,rouleaux,slightly dense,some rouleaux,0.5599827042417984,0.46027810116005397,False,0.0,1.9044,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-159-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-159-KTR-72502946.png
160,dense,rouleaux,slightly dense,some rouleaux,0.573082465564799,0.4604089775191153,False,0.0,1.4034,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-160-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-160-KTR-72502946.png
161,dense,some rouleaux,slightly dense,some rouleaux,0.5680579577300198,0.46598416921904834,False,0.0,1.4698,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-161-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-161-KTR-72502946.png
162,slightly dense,some rouleaux,slightly dense,some rouleaux,0.5418098918729377,0.44246016682641515,False,0.0,1.3659,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-162-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-162-KTR-72502946.png
163,monolayer,no rouleaux,slightly dense,no rouleaux,0.4553740916126857,0.35183395478936436,False,0.0,1.3716,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-163-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-163-KTR-72502946.png
164,monolayer,no rouleaux,monolayer,no rouleaux,0.4035482153060719,0.30084601557157103,False,0.0,1.2383,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-164-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-164-KTR-72502946.png
165,monolayer,no rouleaux,monolayer,no rouleaux,0.40082043558048197,0.30375183818709456,False,0.0,1.4472,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-165-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-165-KTR-72502946.png
166,monolayer,no rouleaux,monolayer,no rouleaux,0.3757318261626164,0.27692930293724344,False,0.0,1.6699,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-166-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-166-KTR-72502946.png
167,monolayer,no rouleaux,monolayer,no rouleaux,0.38935432358950817,0.3043744515201279,False,0.0,1.3406,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-167-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-167-KTR-72502946.png
168,monolayer,no rouleaux,monolayer,no rouleaux,0.4126008568851979,0.3247980237078539,False,0.0,1.2325,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-168-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-168-KTR-72502946.png
169,monolayer,no rouleaux,monolayer,no rouleaux,0.43544444024554785,0.3496922494884252,False,0.0,1.241,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-169-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-169-KTR-72502946.png
170,slightly dense,no rouleaux,monolayer,no rouleaux,0.42711641554815394,0.3286773229840825,False,0.0,1.3737,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-170-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-170-KTR-72502946.png
171,slightly dense,slight rouleaux,slightly dense,slight rouleaux,0.4790776689670749,0.36537693493689694,False,0.0,1.3372,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-171-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-171-KTR-72502946.png
172,very dense,heavy rouleaux,dense,rouleaux,0.6231475865920479,0.5352568069512222,False,0.0,1.6487,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-172-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-172-KTR-72502946.png
173,very dense,heavy rouleaux,very dense,rouleaux,0.6878032470002409,0.6056474595751973,False,0.0,1.8103,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-173-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-173-KTR-72502946.png
174,very dense,heavy rouleaux,very dense,rouleaux,0.6884653061930097,0.593239211275326,False,0.0,1.381,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-174-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-174-KTR-72502946.png
175,very dense,heavy rouleaux,dense,rouleaux,0.6517039159955131,0.5347788683589575,False,0.0,1.4165,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-175-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-175-KTR-72502946.png
176,dense,heavy rouleaux,dense,rouleaux,0.6481168339812028,0.5469129430960284,False,0.0,1.3901,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-176-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-176-KTR-72502946.png
177,dense,heavy rouleaux,dense,some rouleaux,0.6333685744242672,0.5224022883653795,False,0.0,1.5495,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-177-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-177-KTR-72502946.png
178,dense,rouleaux,dense,some rouleaux,0.6380405565075327,0.518801888995492,False,0.0,1.4486,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-178-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-178-KTR-72502946.png
179,dense,heavy rouleaux,dense,some rouleaux,0.6299122278503186,0.5194022344363772,False,0.0,1.3202,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-179-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-179-KTR-72502946.png
180,dense,heavy rouleaux,dense,some rouleaux,0.6021774101607544,0.49322244623080563,False,0.0,1.361,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-180-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-180-KTR-72502946.png
181,monolayer,no rouleaux,slightly dense,no rouleaux,0.45643299886008193,0.3512198647738124,False,0.0,1.4691,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-181-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-181-KTR-72502946.png
182,monolayer,no rouleaux,monolayer,no rouleaux,0.420777555890433,0.3150055656980954,False,0.0,1.5256,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-182-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-182-KTR-72502946.png
183,monolayer,no rouleaux,monolayer,no rouleaux,0.4116340393930481,0.30683610915715287,False,0.0,1.3673,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-183-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-183-KTR-72502946.png
184,monolayer,no rouleaux,monolayer,no rouleaux,0.39263629017346335,0.29188803871424174,False,0.0,1.2852,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-184-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-184-KTR-72502946.png
185,monolayer,no rouleaux,monolayer,no rouleaux,0.3762213436126827,0.27436608527517764,False,0.0,1.34,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-185-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-185-KTR-72502946.png
